date,account,category,amount,currency,converted amount,currency,description
16/04/2019,Cash,Eating out,-350,SYP,-0.7,USD,فلافل
16/04/2019,Cash,Transport,-150,SYP,-0.3,USD,
17/04/2019,Cash,Transport,-300,SYP,-0.6,USD,
17/04/2019,Cash,Eating out,-600,SYP,-1.2,USD,سواح 
17/04/2019,Cash,Eating out,"-1,900",SYP,-3.8,USD,شاورما
18/04/2019,Cash,Android,"50,000",SYP,100,USD,
19/04/2019,Cash,Taxi,"-1,000",SYP,-2,USD,
19/04/2019,Cash,Eating out,"-1,600",SYP,-3.2,USD,شاورما
19/04/2019,Cash,Entertainment,"-1,400",SYP,-2.8,USD,سواح 
19/04/2019,Cash,Transport,-200,SYP,-0.4,USD,
20/04/2019,Cash,Bills,-500,SYP,-1,USD,ام محمود
21/04/2019,Cash,Transport,-200,SYP,-0.4,USD,
21/04/2019,Cash,Eating out,-250,SYP,-0.5,USD,فلافل
22/04/2019,Cash,Eating out,-600,SYP,-1.2,USD,بطاطا
22/04/2019,Cash,Transport,-300,SYP,-0.6,USD,
23/04/2019,Cash,Transport,-100,SYP,-0.2,USD,
23/04/2019,Cash,Entertainment,-100,SYP,-0.2,USD,كولا
24/04/2019,Cash,Gifts,"-1,000",SYP,-2,USD,يارا
24/04/2019,Cash,Transport,-150,SYP,-0.3,USD,
24/04/2019,Cash,Taxi,-500,SYP,-1,USD,
24/04/2019,Cash,House,"-3,850",SYP,-7.7,USD,فروج
25/04/2019,Cash,Electronics,"-2,500",SYP,-5,USD,قبضات
25/04/2019,Cash,Eating out,-100,SYP,-0.2,USD,فطاير
25/04/2019,Cash,Entertainment,-500,SYP,-1,USD,سواح
25/04/2019,Cash,Taxi,-500,SYP,-1,USD,
25/04/2019,Cash,Eating out,"-1,900",SYP,-3.8,USD,شاورما
25/04/2019,Cash,Transport,-200,SYP,-0.4,USD,
26/04/2019,Cash,Eating out,"-1,200",SYP,-2.4,USD,كواترو
26/04/2019,Cash,Entertainment,"-1,700",SYP,-3.4,USD,سواح
27/04/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
27/04/2019,Cash,Eating out,-400,SYP,-0.8,USD,صاج
27/04/2019,Cash,Transport,-200,SYP,-0.4,USD,
27/04/2019,Cash,Eating out,"-1,500",SYP,-3,USD,وايت تشكن
28/04/2019,Cash,Transport,-150,SYP,-0.3,USD,
29/04/2019,Cash,Transport,-300,SYP,-0.6,USD,
29/04/2019,Cash,Sports,"-3,000",SYP,-6,USD,
30/04/2019,Cash,Eating out,-200,SYP,-0.4,USD,بطاطا
30/04/2019,Cash,Transport,-150,SYP,-0.3,USD,
01/05/2019,Cash,Salary,"172,500",SYP,345,USD,
01/05/2019,Cash,Clothes,"-3,000",SYP,-6,USD,نظارة
01/05/2019,Cash,Entertainment,"-1,200",SYP,-2.4,USD,Error 404
01/05/2019,Cash,Transport,-400,SYP,-0.8,USD,
01/05/2019,Cash,Eating out,-500,SYP,-1,USD,شاورما
01/05/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
02/05/2019,Cash,Shaving,"-1,000",SYP,-2,USD,
02/05/2019,Cash,Communications,"-3,500",SYP,-7,USD,انترنت
02/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
02/05/2019,Cash,Eating out,-250,SYP,-0.5,USD,فلافل
03/05/2019,Cash,Taxi,-700,SYP,-1.4,USD,
03/05/2019,Cash,Eating out,"-2,400",SYP,-4.8,USD,كواترو
03/05/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
04/05/2019,Cash,Clothes,-500,SYP,-1,USD,بوط
04/05/2019,Cash,Eating out,"-1,500",SYP,-3,USD,سواح
04/05/2019,Cash,Eating out,-900,SYP,-1.8,USD,
05/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
05/05/2019,Cash,Clothes,"-4,000",SYP,-8,USD,كنزات
06/05/2019,Cash,Entertainment,-500,SYP,-1,USD,ابو احمد
06/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
07/05/2019,Cash,Taxi,-500,SYP,-1,USD,
07/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
07/05/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
08/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
09/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
09/05/2019,Cash,House,-850,SYP,-1.7,USD,طحين + كولا + كلور
09/05/2019,Cash,House,-500,SYP,-1,USD,خضار
10/05/2019,Cash,House,-500,SYP,-1,USD,فول + سوس
10/05/2019,Cash,Taxi,-600,SYP,-1.2,USD,
10/05/2019,Cash,Sports,"-3,000",SYP,-6,USD,
10/05/2019,Cash,House,"-1,500",SYP,-3,USD,محارم + صابون
11/05/2019,Cash,Entertainment,"-3,600",SYP,-7.2,USD,ربوة
11/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
11/05/2019,Cash,Health,-800,SYP,-1.6,USD,
11/05/2019,Cash,Deposits,"-10,000",SYP,-20,USD,جمعية
12/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
13/05/2019,Cash,Transport,-150,SYP,-0.3,USD,
13/05/2019,Cash,House,-150,SYP,-0.3,USD,خيار
14/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
15/05/2019,Cash,House,-850,SYP,-1.7,USD,دبس بندورة وكولا
15/05/2019,Cash,Entertainment,-750,SYP,-1.5,USD,سواح
15/05/2019,Cash,House,-400,SYP,-0.8,USD,كعك
15/05/2019,Cash,House,-700,SYP,-1.4,USD,فريز
15/05/2019,Cash,House,"-1,200",SYP,-2.4,USD,فطاير
15/05/2019,Cash,House,-700,SYP,-1.4,USD,جانرك
16/05/2019,Cash,Health,-100,SYP,-0.2,USD,
16/05/2019,Cash,House,"-1,900",SYP,-3.8,USD,بزورية
16/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
17/05/2019,Cash,Eating out,-900,SYP,-1.8,USD,شاورما
17/05/2019,Cash,Entertainment,-700,SYP,-1.4,USD,ابو احمد
17/05/2019,Cash,House,"-1,600",SYP,-3.2,USD,قهوة
18/05/2019,Cash,Transport,-150,SYP,-0.3,USD,
19/05/2019,Cash,House,"-2,500",SYP,-5,USD,طحين + سكر ...
19/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
19/05/2019,Cash,Entertainment,-700,SYP,-1.4,USD,ابو احمد
20/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
21/05/2019,Cash,House,-500,SYP,-1,USD,معروك
21/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
22/05/2019,Cash,House,-500,SYP,-1,USD,
22/05/2019,Cash,Transport,-50,SYP,-0.1,USD,
23/05/2019,Cash,Transport,-150,SYP,-0.3,USD,
23/05/2019,Cash,House,"-2,000",SYP,-4,USD,بيتزا
23/05/2019,Cash,House,-400,SYP,-0.8,USD,معروك
23/05/2019,Cash,House,-300,SYP,-0.6,USD,كولا
24/05/2019,Cash,House,-800,SYP,-1.6,USD,فول + سوس+ مسبحة
24/05/2019,Cash,House,"-1,000",SYP,-2,USD,فريز + جانرك
24/05/2019,Cash,House,-300,SYP,-0.6,USD,خس + بقلة + كزبرة
25/05/2019,Cash,Transport,-100,SYP,-0.2,USD,
26/05/2019,Cash,Transport,-150,SYP,-0.3,USD,
27/05/2019,Cash,Entertainment,-700,SYP,-1.4,USD,ابو احمد
27/05/2019,Cash,Eating out,"-2,000",SYP,-4,USD,نابلسية
27/05/2019,Cash,Electronics,"-40,000",SYP,-80,USD,لابتوب
27/05/2019,Cash,Transport,-500,SYP,-1,USD,
27/05/2019,Cash,Communications,"-3,400",SYP,-6.8,USD,ارضي
27/05/2019,Cash,Electronics,"-600,000",SYP,"-1,200",USD,لابتوب
28/05/2019,Cash,House,"-4,000",SYP,-8,USD,منظفات
28/05/2019,Cash,Transport,-300,SYP,-0.6,USD,
28/05/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,ايموجي
28/05/2019,Cash,Salary,"12,500",SYP,25,USD,
28/05/2019,Cash,House,"-1,500",SYP,-3,USD,فطاير
28/05/2019,Cash,Health,"-3,100",SYP,-6.2,USD,
28/05/2019,Cash,Clothes,-500,SYP,-1,USD,تصليح
28/05/2019,Cash,Clothes,"-9,000",SYP,-18,USD,بوط
29/05/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,تشرين
29/05/2019,Cash,Transport,-300,SYP,-0.6,USD,
29/05/2019,Cash,Taxi,-300,SYP,-0.6,USD,
29/05/2019,Cash,House,-500,SYP,-1,USD,معروك
30/05/2019,Cash,Transport,-200,SYP,-0.4,USD,
31/05/2019,Cash,Sports,"-1,000",SYP,-2,USD,حمودة
31/05/2019,Cash,House,"-100,000",SYP,-200,USD,رمضان
01/06/2019,Cash,Entertainment,"-2,000",SYP,-4,USD,سواح
01/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
02/06/2019,Cash,Health,-750,SYP,-1.5,USD,
02/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
02/06/2019,Cash,Salary,"185,000",SYP,370,USD,
02/06/2019,Cash,Communications,-200,SYP,-0.4,USD,
02/06/2019,Cash,Electronics,-500,SYP,-1,USD,بطارية
03/06/2019,Cash,Clothes,"-15,000",SYP,-30,USD,بجامة
03/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
03/06/2019,Cash,Communications,"-1,000",SYP,-2,USD,وحدات
03/06/2019,Cash,Communications,"-3,500",SYP,-7,USD,انترنت
04/06/2019,Cash,Shaving,"-1,500",SYP,-3,USD,
04/06/2019,Cash,House,"-2,500",SYP,-5,USD,برازق
04/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
05/06/2019,Cash,Gifts,"3,000",SYP,6,USD,عيدية
05/06/2019,Cash,Gifts,"10,000",SYP,20,USD,عيدية
06/06/2019,Cash,Bills,"-5,000",SYP,-10,USD,عيدية
06/06/2019,Cash,Entertainment,"-1,100",SYP,-2.2,USD,بيت الدراسة
06/06/2019,Cash,Eating out,"-2,400",SYP,-4.8,USD,وايت تشكن
06/06/2019,Cash,Eating out,"-1,100",SYP,-2.2,USD,ريان
06/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
06/06/2019,Cash,Entertainment,-500,SYP,-1,USD,سواح
07/06/2019,Cash,House,-500,SYP,-1,USD,خيار + بندورة
07/06/2019,Cash,Bills,"-2,200",SYP,-4.4,USD,جامع
07/06/2019,Cash,House,-400,SYP,-0.8,USD,نيون
07/06/2019,Cash,Eating out,-500,SYP,-1,USD,بطاطا
08/06/2019,Cash,House,"-1,100",SYP,-2.2,USD,صابون
08/06/2019,Cash,Gifts,"10,000",SYP,20,USD,عيدية
09/06/2019,Cash,Gifts,"3,000",SYP,6,USD,عيدية
09/06/2019,Cash,Entertainment,-400,SYP,-0.8,USD,سلاش
09/06/2019,Cash,Entertainment,-700,SYP,-1.4,USD,عالمفرق
09/06/2019,Cash,Study,"-1,000",SYP,-2,USD,تصوير
09/06/2019,Cash,Transport,-300,SYP,-0.6,USD,
09/06/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
10/06/2019,Cash,Eating out,-600,SYP,-1.2,USD,بطاطا
10/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
11/06/2019,Cash,Entertainment,-800,SYP,-1.6,USD,سواح
11/06/2019,Cash,Taxi,"-1,000",SYP,-2,USD,تكسي
12/06/2019,Cash,Eating out,-400,SYP,-0.8,USD,فطاير
12/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
13/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
14/06/2019,Cash,Transport,-250,SYP,-0.5,USD,
15/06/2019,Cash,Eating out,-600,SYP,-1.2,USD,فطاير
15/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
15/06/2019,Cash,Electronics,-800,SYP,-1.6,USD,HDMI
16/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
17/06/2019,Cash,Taxi,-400,SYP,-0.8,USD,
17/06/2019,Cash,Eating out,-175,SYP,-0.35,USD,بطاطا
17/06/2019,Cash,Eating out,"-1,100",SYP,-2.2,USD,وايت تشكن
17/06/2019,Cash,Entertainment,-500,SYP,-1,USD,سواح
17/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
18/06/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,عالمفرق
18/06/2019,Cash,Eating out,"-1,200",SYP,-2.4,USD,وايت تشكن
18/06/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
18/06/2019,Cash,Entertainment,-400,SYP,-0.8,USD,قهوة
18/06/2019,Cash,Eating out,-300,SYP,-0.6,USD,فطاير
18/06/2019,Cash,Transport,-450,SYP,-0.9,USD,
19/06/2019,Cash,Eating out,-200,SYP,-0.4,USD,اندومي
19/06/2019,Cash,Eating out,-250,SYP,-0.5,USD,درة
19/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
20/06/2019,Cash,Eating out,-300,SYP,-0.6,USD,فطاير
20/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
20/06/2019,Cash,Deposits,"-10,000",SYP,-20,USD,جمعية
21/06/2019,Cash,House,-800,SYP,-1.6,USD,فول
21/06/2019,Cash,House,"-3,000",SYP,-6,USD,منظفات
22/06/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,ابو احمد
22/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
23/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
23/06/2019,Cash,Health,-800,SYP,-1.6,USD,
24/06/2019,Cash,Eating out,"-1,200",SYP,-2.4,USD,شاورما
25/06/2019,Cash,Eating out,"-3,000",SYP,-6,USD,فروج
25/06/2019,Cash,Entertainment,-500,SYP,-1,USD,سواح
25/06/2019,Cash,Transport,-100,SYP,-0.2,USD,
25/06/2019,Cash,Taxi,-500,SYP,-1,USD,
26/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
27/06/2019,Cash,Eating out,"-1,600",SYP,-3.2,USD,كريسبي
27/06/2019,Cash,Entertainment,-800,SYP,-1.6,USD,هارموني
27/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
28/06/2019,Cash,Transport,-200,SYP,-0.4,USD,
29/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
29/06/2019,Cash,Shaving,"-1,000",SYP,-2,USD,
29/06/2019,Cash,House,"-1,000",SYP,-2,USD,لبن + طحين
30/06/2019,Cash,Sports,"-1,000",SYP,-2,USD,
30/06/2019,Cash,Sports,"-3,500",SYP,-7,USD,
30/06/2019,Cash,Eating out,-200,SYP,-0.4,USD,بطاطا
30/06/2019,Cash,Entertainment,-700,SYP,-1.4,USD,صيف وشتا
30/06/2019,Cash,Eating out,"-1,200",SYP,-2.4,USD,تشكن ارارات
30/06/2019,Cash,Transport,-150,SYP,-0.3,USD,
30/06/2019,Cash,Eating out,-300,SYP,-0.6,USD,اندومي
01/07/2019,Cash,Sports,"-3,000",SYP,-6,USD,
01/07/2019,Cash,Sports,"-2,000",SYP,-4,USD,
01/07/2019,Cash,Salary,"185,000",SYP,370,USD,
01/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
01/07/2019,Cash,Communications,"-3,700",SYP,-7.4,USD,
02/07/2019,Cash,Transport,-250,SYP,-0.5,USD,
02/07/2019,Cash,Eating out,-200,SYP,-0.4,USD,فلافل
03/07/2019,Cash,Transport,-200,SYP,-0.4,USD,
04/07/2019,Cash,Transport,-450,SYP,-0.9,USD,
04/07/2019,Cash,Communications,"-1,000",SYP,-2,USD,ماما
04/07/2019,Cash,Babies,"-2,000",SYP,-4,USD,
05/07/2019,Cash,Bills,"-1,000",SYP,-2,USD,جامع
06/07/2019,Cash,Deposits,"-10,000",SYP,-20,USD,جمعية
06/07/2019,Cash,Entertainment,"-26,000",SYP,-52,USD,بقين
07/07/2019,Cash,Transport,-250,SYP,-0.5,USD,
07/07/2019,Cash,Bills,"-1,000",SYP,-2,USD,نغم
08/07/2019,Cash,Transport,-300,SYP,-0.6,USD,
08/07/2019,Cash,Sports,-800,SYP,-1.6,USD,
08/07/2019,Cash,Clothes,"-3,000",SYP,-6,USD,عطر
09/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
09/07/2019,Cash,Eating out,-200,SYP,-0.4,USD,بطاطا
10/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
10/07/2019,Cash,House,-900,SYP,-1.8,USD,كعك
11/07/2019,Cash,Transport,-100,SYP,-0.2,USD,
12/07/2019,Cash,Bills,-500,SYP,-1,USD,جامع
12/07/2019,Cash,Taxi,-800,SYP,-1.6,USD,
12/07/2019,Cash,Eating out,"-1,600",SYP,-3.2,USD,شاورما
12/07/2019,Cash,Transport,-100,SYP,-0.2,USD,
13/07/2019,Cash,Transport,-400,SYP,-0.8,USD,
13/07/2019,Cash,Eating out,"-1,000",SYP,-2,USD,كريسبي
13/07/2019,Cash,Eating out,"-1,000",SYP,-2,USD,شاورما
13/07/2019,Cash,Entertainment,"-1,100",SYP,-2.2,USD,سواح
14/07/2019,Cash,Transport,-200,SYP,-0.4,USD,
15/07/2019,Cash,Transport,-250,SYP,-0.5,USD,
15/07/2019,Cash,Food,-200,SYP,-0.4,USD,مي
15/07/2019,Cash,Eating out,-400,SYP,-0.8,USD,فطاير
17/07/2019,Cash,Entertainment,"-4,000",SYP,-8,USD,بوكا
17/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
17/07/2019,Cash,Gifts,"-1,000",SYP,-2,USD,رغدة
18/07/2019,Cash,Transport,-300,SYP,-0.6,USD,
18/07/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,عدرا
19/07/2019,Cash,Entertainment,-500,SYP,-1,USD,سواح
19/07/2019,Cash,Taxi,-300,SYP,-0.6,USD,
19/07/2019,Cash,Eating out,"-2,200",SYP,-4.4,USD,كرانشي
19/07/2019,Cash,Transport,-100,SYP,-0.2,USD,
20/07/2019,Cash,Eating out,-200,SYP,-0.4,USD,بطاطا
20/07/2019,Cash,Eating out,"-1,700",SYP,-3.4,USD,شاورما
20/07/2019,Cash,Transport,-100,SYP,-0.2,USD,
20/07/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
21/07/2019,Cash,Transport,-250,SYP,-0.5,USD,
21/07/2019,Cash,Eating out,"-3,400",SYP,-6.8,USD,شيش
22/07/2019,Cash,Eating out,-200,SYP,-0.4,USD,فلافل
22/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
23/07/2019,Cash,Transport,-100,SYP,-0.2,USD,
24/07/2019,Cash,Eating out,-200,SYP,-0.4,USD,فطاير
24/07/2019,Cash,Transport,-200,SYP,-0.4,USD,
25/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
26/07/2019,Cash,Entertainment,"-1,300",SYP,-2.6,USD,ابو احمد
26/07/2019,Cash,Eating out,"-1,000",SYP,-2,USD,شاورما
28/07/2019,Cash,Entertainment,-600,SYP,-1.2,USD,صيف وشتا
28/07/2019,Cash,Eating out,-400,SYP,-0.8,USD,فطاير
28/07/2019,Cash,Taxi,-500,SYP,-1,USD,
28/07/2019,Cash,Transport,-50,SYP,-0.1,USD,
29/07/2019,Cash,Sports,"-1,000",SYP,-2,USD,
29/07/2019,Cash,Transport,-550,SYP,-1.1,USD,
30/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
31/07/2019,Cash,Transport,-150,SYP,-0.3,USD,
31/07/2019,Cash,Eating out,-300,SYP,-0.6,USD,فطاير
31/07/2019,Cash,Entertainment,"-1,800",SYP,-3.6,USD,سواح
31/07/2019,Cash,House,-200,SYP,-0.4,USD,خبز
01/08/2019,Cash,Salary,"185,000",SYP,370,USD,
01/08/2019,Cash,Communications,"-9,900",SYP,-19.8,USD,انترنت
01/08/2019,Cash,Communications,-800,SYP,-1.6,USD,ارضي
01/08/2019,Cash,Transport,-250,SYP,-0.5,USD,
02/08/2019,Cash,Sports,"-4,000",SYP,-8,USD,
02/08/2019,Cash,Transport,-400,SYP,-0.8,USD,
04/08/2019,Cash,Entertainment,"-2,000",SYP,-4,USD,روتانا
04/08/2019,Cash,Transport,-150,SYP,-0.3,USD,
04/08/2019,Cash,Communications,-100,SYP,-0.2,USD,
04/08/2019,Cash,Transport,-100,SYP,-0.2,USD,
05/08/2019,Cash,Transport,-150,SYP,-0.3,USD,
06/08/2019,Cash,Taxi,"-1,300",SYP,-2.6,USD,
06/08/2019,Cash,Transport,-100,SYP,-0.2,USD,
06/08/2019,Cash,Eating out,-900,SYP,-1.8,USD,كريسبي
06/08/2019,Cash,Entertainment,"-14,600",SYP,-29.2,USD,سينما
07/08/2019,Cash,House,"-1,000",SYP,-2,USD,بيتفور
07/08/2019,Cash,Eating out,-100,SYP,-0.2,USD,فطاير
07/08/2019,Cash,Transport,-150,SYP,-0.3,USD,
08/08/2019,Cash,Deposits,"-10,000",SYP,-20,USD,جمعية
08/08/2019,Cash,Eating out,"-2,300",SYP,-4.6,USD,وايت تشكن
08/08/2019,Cash,Entertainment,"-1,200",SYP,-2.4,USD,سواح
08/08/2019,Cash,Clothes,"-6,000",SYP,-12,USD,
08/08/2019,Cash,Eating out,-400,SYP,-0.8,USD,بطاطا
08/08/2019,Cash,Transport,-100,SYP,-0.2,USD,
09/08/2019,Cash,Transport,-100,SYP,-0.2,USD,
09/08/2019,Cash,Food,-600,SYP,-1.2,USD,مي
10/08/2019,Cash,Entertainment,"-5,100",SYP,-10.2,USD,نادي المهندسين
10/08/2019,Cash,Food,-350,SYP,-0.7,USD,خبز
11/08/2019,Cash,Gifts,"-1,000",SYP,-2,USD,عمر
11/08/2019,Cash,Gifts,"10,000",SYP,20,USD,ماما
11/08/2019,Cash,Gifts,"-3,000",SYP,-6,USD,
11/08/2019,Cash,Gifts,"3,000",SYP,6,USD,تيتة
12/08/2019,Cash,Eating out,"-1,800",SYP,-3.6,USD,شاورما
12/08/2019,Cash,Gifts,"20,000",SYP,40,USD,عيدية
13/08/2019,Cash,Gifts,"-1,000",SYP,-2,USD,نغم
14/08/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
14/08/2019,Cash,Transport,-150,SYP,-0.3,USD,
14/08/2019,Cash,Gifts,"-5,000",SYP,-10,USD,نورا
15/08/2019,Cash,Eating out,-900,SYP,-1.8,USD,شاورما
15/08/2019,Cash,Entertainment,"-1,100",SYP,-2.2,USD,ابو احمد
16/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
16/08/2019,Cash,Food,-300,SYP,-0.6,USD,مي
17/08/2019,Cash,Transport,-100,SYP,-0.2,USD,
17/08/2019,Cash,Entertainment,"-2,500",SYP,-5,USD,ديمة
18/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
19/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
19/08/2019,Cash,Eating out,-450,SYP,-0.9,USD,فطاير
19/08/2019,Cash,Taxi,-300,SYP,-0.6,USD,
19/08/2019,Cash,Food,-200,SYP,-0.4,USD,مي
19/08/2019,Cash,Sports,-800,SYP,-1.6,USD,
20/08/2019,Cash,Toiletry,-200,SYP,-0.4,USD,شعلة
20/08/2019,Cash,Transport,-100,SYP,-0.2,USD,
21/08/2019,Cash,Gifts,"-2,700",SYP,-5.4,USD,ديمة
21/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
21/08/2019,Cash,Eating out,"-2,400",SYP,-4.8,USD,وايت تشكن
21/08/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
22/08/2019,Cash,Gifts,"-10,000",SYP,-20,USD,يامن
22/08/2019,Cash,Eating out,"-2,400",SYP,-4.8,USD,كرانشي
22/08/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,سواح
22/08/2019,Cash,Transport,-50,SYP,-0.1,USD,
22/08/2019,Cash,Taxi,"-1,000",SYP,-2,USD,
23/08/2019,Cash,Transport,-350,SYP,-0.7,USD,
23/08/2019,Cash,Bills,-500,SYP,-1,USD,جامع
24/08/2019,Cash,Transport,-150,SYP,-0.3,USD,
24/08/2019,Cash,Deposits,"-7,000",SYP,-14,USD,جمعية
25/08/2019,Cash,Transport,-250,SYP,-0.5,USD,
26/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
26/08/2019,Cash,Eating out,-200,SYP,-0.4,USD,فطاير
27/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
28/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
29/08/2019,Cash,House,"-1,500",SYP,-3,USD,قهوة
29/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
30/08/2019,Cash,Transport,-250,SYP,-0.5,USD,
30/08/2019,Cash,Deposits,"-7,000",SYP,-14,USD,جمعية
31/08/2019,Cash,Communications,"-1,100",SYP,-2.2,USD,
31/08/2019,Cash,Transport,-200,SYP,-0.4,USD,
31/08/2019,Cash,Communications,-500,SYP,-1,USD,
31/08/2019,Cash,Entertainment,"-4,000",SYP,-8,USD,بوكا
01/09/2019,Cash,Deposits,"-10,000",SYP,-20,USD,
01/09/2019,Cash,Entertainment,-800,SYP,-1.6,USD,ابو احمد
01/09/2019,Cash,Eating out,"-3,000",SYP,-6,USD,كريسبي
01/09/2019,Cash,Salary,"185,000",SYP,370,USD,
01/09/2019,Cash,Eating out,-400,SYP,-0.8,USD,فلافل
01/09/2019,Cash,Transport,-200,SYP,-0.4,USD,
01/09/2019,Cash,Shaving,"-1,000",SYP,-2,USD,
02/09/2019,Cash,Eating out,"-1,200",SYP,-2.4,USD,بوظة
02/09/2019,Cash,Transport,-250,SYP,-0.5,USD,
02/09/2019,Cash,Communications,-600,SYP,-1.2,USD,ارضي
02/09/2019,Cash,Communications,"-6,800",SYP,-13.6,USD,انترنت
03/09/2019,Cash,Entertainment,"-1,000",SYP,-2,USD,ابو احمد
03/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
03/09/2019,Cash,Eating out,-350,SYP,-0.7,USD,فول
03/09/2019,Cash,Bills,"-3,000",SYP,-6,USD,ام انس
03/09/2019,Cash,Communications,"-15,000",SYP,-30,USD,جمركة
04/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
04/09/2019,Cash,Entertainment,"-2,300",SYP,-4.6,USD,ابو احمد
05/09/2019,Cash,Entertainment,"-3,500",SYP,-7,USD,حكاية جبل
05/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
06/09/2019,Cash,Deposits,"-7,000",SYP,-14,USD,جمعية
06/09/2019,Cash,Bills,-500,SYP,-1,USD,جامع
07/09/2019,Cash,Entertainment,"-1,700",SYP,-3.4,USD,سواح
07/09/2019,Cash,Eating out,-100,SYP,-0.2,USD,فطاير
07/09/2019,Cash,Eating out,"-2,800",SYP,-5.6,USD,كريسبي
07/09/2019,Cash,Transport,-50,SYP,-0.1,USD,
08/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
09/09/2019,Cash,Sports,"-2,900",SYP,-5.8,USD,
09/09/2019,Cash,Transport,-300,SYP,-0.6,USD,
10/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
11/09/2019,Cash,Transport,-200,SYP,-0.4,USD,
12/09/2019,Cash,Transport,-450,SYP,-0.9,USD,
12/09/2019,Cash,Gifts,"-2,000",SYP,-4,USD,هبة
13/09/2019,Cash,Deposits,"-7,000",SYP,-14,USD,جمعية
13/09/2019,Cash,Entertainment,"-9,500",SYP,-19,USD,نادي الرماية
14/09/2019,Cash,Transport,-300,SYP,-0.6,USD,
15/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
15/09/2019,Cash,Sports,-850,SYP,-1.7,USD,
15/09/2019,Cash,Eating out,-700,SYP,-1.4,USD,فول
16/09/2019,Cash,Food,-200,SYP,-0.4,USD,مي
16/09/2019,Cash,Transport,-400,SYP,-0.8,USD,
16/09/2019,Cash,Eating out,-250,SYP,-0.5,USD,فطاير
17/09/2019,Cash,Transport,-150,SYP,-0.3,USD,
